name,version,publisher,install_location,uninstall_string,source
Microsoft .NET Runtime - 9.0.16 (x64),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{AB89A259-8D10-4578-B462-43AEDC4F166E},registry
Microsoft .NET Runtime - 9.0.17 (x64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{F2C84F3F-E093-4D2B-A895-DDA05BB06222},registry
Microsoft .NET Runtime - 9.0.3 (x64),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{102DCD41-F00B-484D-9D6B-5D2919D8FCF8},registry
Microsoft .NET Runtime - 9.0.7 (x64),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{1E385F99-81C4-4738-9336-4CB107EE3ECC},registry
Microsoft .NET Runtime - 9.0.9 (x64),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{FE41F1B2-B25E-46DA-9AE7-46AA354A0A91},registry
Microsoft .NET SDK 9.0.102 (x64),9.1.224.61103,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{f38c80ed-7c21-42c4-a9d2-58226fd818b3}\dotnet-sdk-9.0.102-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.104 (x64),9.1.425.11330,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{6df33b07-4991-43e5-b5cb-8204cecb7c4d}\dotnet-sdk-9.0.104-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.108 (x64),9.1.825.31723,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{14778cac-a914-4979-a01e-f800633d5839}\dotnet-sdk-9.0.108-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.110 (x64),9.1.1025.42111,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{4882d7c3-279e-43e5-b3ff-07a3703d0f62}\dotnet-sdk-9.0.110-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.112 (x64),9.1.1225.52112,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{3e83eb1f-2fbc-4d59-b9b4-9b86622d065b}\dotnet-sdk-9.0.112-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.113 (x64),9.1.1325.61003,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{5fd04178-656a-42e7-bc73-cc6446edbfbc}\dotnet-sdk-9.0.113-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.114 (x64),9.1.1426.6908,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{3a06e51d-9dfc-419a-859d-1542a8b233b4}\dotnet-sdk-9.0.114-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.115 (x64),9.1.1526.12003,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{0aea7340-6a3b-4998-9734-5f4c8df51821}\dotnet-sdk-9.0.115-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.116 (x64),9.1.1626.17604,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{05539ce2-9e60-4fbc-bf62-be0ad872e8ab}\dotnet-sdk-9.0.116-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.117 (x64),9.1.1726.23010,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{5eba5e57-387c-4550-857e-83642c820066}\dotnet-sdk-9.0.117-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.118 (x64),9.1.1826.26913,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{b8c46069-d35e-46ee-a7ac-452f580c5b73}\dotnet-sdk-9.0.118-win-x64.exe"" /uninstall /quiet",registry
Microsoft .NET SDK 9.0.308 (x64) from Visual Studio,9.3.825.56210,Microsoft Corporation,,MsiExec.exe /X{B8C7B694-AE98-4E0B-94D9-A73A2BC23518},registry
Microsoft .NET Standard Targeting Pack - 2.1.0 (x64),24.0.28113,Microsoft Corporation,,MsiExec.exe /X{A7036CFB-B403-4598-85FF-D397ABB88173},registry
Microsoft .NET Targeting Pack - 8.0.22 (x64),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{D9CC2C55-F8FE-4613-911D-634167065E3B},registry
Microsoft .NET Targeting Pack - 8.0.22 (x86),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{3058565F-0511-420E-83AD-E59973D68D24},registry
Microsoft .NET Targeting Pack - 9.0.1 (x64),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{7D5553AE-1EBD-4494-A358-500830C66ADB},registry
Microsoft .NET Targeting Pack - 9.0.11 (x64),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{934E2806-AEC2-4DF5-B1EA-261DCDE79171},registry
Microsoft .NET Targeting Pack - 9.0.11 (x86),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{531F1083-D3B4-4A39-B766-BDC5731ABCCE},registry
Microsoft .NET Targeting Pack - 9.0.12 (x64),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{C5D97BE2-96C0-42E9-A044-CEE36BCC2C42},registry
Microsoft .NET Targeting Pack - 9.0.13 (x64),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{4D1ACCE8-2BCB-4B22-BBCC-46EA8F2D4A09},registry
Microsoft .NET Targeting Pack - 9.0.14 (x64),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{F51EFB18-E243-4626-966E-11E0847B3877},registry
Microsoft .NET Targeting Pack - 9.0.15 (x64),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{4A4C3003-8D5C-49EC-84E5-2DBFF2F54883},registry
Microsoft .NET Targeting Pack - 9.0.16 (x64),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{458A7093-5F71-4EC1-984D-918EA21DE89A},registry
Microsoft .NET Targeting Pack - 9.0.17 (x64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{F2F9B3BE-044F-4E8D-8915-6F1C3379B5B9},registry
Microsoft .NET Targeting Pack - 9.0.3 (x64),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{FCD0BC0C-B9CC-4578-A757-FA44F4052B2F},registry
Microsoft .NET Targeting Pack - 9.0.7 (x64),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{5CDEEB68-C2B0-416A-8A62-1C34A308CFED},registry
Microsoft .NET Targeting Pack - 9.0.9 (x64),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{EFDDEA26-297C-4E27-9EBC-D89C04F29AAC},registry
Microsoft .NET Toolset 9.0.102 (x64),36.8.36815,Microsoft Corporation,,MsiExec.exe /X{6CE86543-9CF6-4C50-A587-DD4535020960},registry
Microsoft .NET Toolset 9.0.104 (x64),36.9.21506,Microsoft Corporation,,MsiExec.exe /X{C7132FE1-26DA-4FFA-8AC0-9FD4DEA4A3F2},registry
Microsoft .NET Toolset 9.0.108 (x64),36.11.41899,Microsoft Corporation,,MsiExec.exe /X{81F27F9E-2DB0-46C7-8D90-386C95BEE894},registry
Microsoft .NET Toolset 9.0.110 (x64),36.11.52287,Microsoft Corporation,,MsiExec.exe /X{0AE0495F-1642-409B-AA94-20866E9DD2F9},registry
Microsoft .NET Toolset 9.0.112 (x64),36.11.62288,Microsoft Corporation,,MsiExec.exe /X{D1F4B484-731B-47E2-9C02-A501A2C55D15},registry
Microsoft .NET Toolset 9.0.113 (x64),36.11.22027,Microsoft Corporation,,MsiExec.exe /X{53E33007-C236-49AB-B670-41EBC9033123},registry
Microsoft .NET Toolset 9.0.114 (x64),36.11.51548,Microsoft Corporation,,MsiExec.exe /X{7F472E43-190F-4370-996E-A69818254367},registry
Microsoft .NET Toolset 9.0.115 (x64),36.11.56643,Microsoft Corporation,,MsiExec.exe /X{C717C9D2-3A8E-4A50-899F-5E4D614231A4},registry
Microsoft .NET Toolset 9.0.116 (x64),36.14.62244,Microsoft Corporation,,MsiExec.exe /X{ACB545D1-3837-4BC7-889D-C98B2DE7D522},registry
Microsoft .NET Toolset 9.0.117 (x64),36.15.18498,Microsoft Corporation,,MsiExec.exe /X{433BFC66-FED1-4F33-86A3-6999558D9117},registry
Microsoft .NET Toolset 9.0.118 (x64),36.15.38785,Microsoft Corporation,,MsiExec.exe /X{04052863-F7ED-4366-8A8F-49CC6A290BF2},registry
Microsoft .NET Toolset 9.0.308 (x64),36.10.850,Microsoft Corporation,,MsiExec.exe /X{F1CDED6B-34EF-46AE-B112-862638D9CADB},registry
Microsoft 365 Apps for enterprise - en-gb,16.0.20026.20168,Microsoft Corporation,C:\Program Files\Microsoft Office,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=O365ProPlusRetail.16_en-gb_x-none culture=en-gb version.16=16.0",registry
Microsoft ASP.NET Core 8.0.22 Shared Framework (x64),8.0.22.25528,Microsoft Corporation,,MsiExec.exe /X{4675A82C-4BC0-3E41-99B1-25CFCEE2114D},registry
Microsoft ASP.NET Core 8.0.22 Shared Framework (x86),8.0.22.25528,Microsoft Corporation,,MsiExec.exe /X{1DFBD7A0-CB7B-392F-B3B0-76B85C9B01EB},registry
Microsoft ASP.NET Core 8.0.22 Targeting Pack (x64),8.0.22.25528,Microsoft Corporation,,MsiExec.exe /X{A6F1F643-F412-36F2-9565-7A6920DC1FB3},registry
Microsoft ASP.NET Core 8.0.22 Targeting Pack (x86),8.0.22.25528,Microsoft Corporation,,MsiExec.exe /X{3EEE7803-EDF0-3F3A-9B8D-2BC275964380},registry
Microsoft ASP.NET Core 9.0.1 Shared Framework (x64),9.0.1.24610,Microsoft Corporation,,MsiExec.exe /X{332C3F8D-8B59-3ED7-86F4-F052497D83A1},registry
Microsoft ASP.NET Core 9.0.1 Targeting Pack (x64),9.0.1.24610,Microsoft Corporation,,MsiExec.exe /X{99053FAE-3A7C-381D-948A-6F614864781D},registry
Microsoft ASP.NET Core 9.0.11 Shared Framework (x64),9.0.11.25520,Microsoft Corporation,,MsiExec.exe /X{47E8592A-2CF1-3C32-AF12-7F8D58802E6A},registry
Microsoft ASP.NET Core 9.0.11 Shared Framework (x86),9.0.11.25520,Microsoft Corporation,,MsiExec.exe /X{4450B4C5-B6FE-3734-A3C6-DF191EFE8F8E},registry
Microsoft ASP.NET Core 9.0.11 Targeting Pack (x64),9.0.11.25520,Microsoft Corporation,,MsiExec.exe /X{093A2F2F-33E4-3F2B-AD33-8C5085C6E8D0},registry
Microsoft ASP.NET Core 9.0.11 Targeting Pack (x86),9.0.11.25520,Microsoft Corporation,,MsiExec.exe /X{5422E43B-0EF1-3DF7-BD99-3FE3E7DBFFE1},registry
Microsoft ASP.NET Core 9.0.12 Shared Framework (x64),9.0.12.25609,Microsoft Corporation,,MsiExec.exe /X{159887BB-BC8D-3426-A17D-1142A455EE72},registry
Microsoft ASP.NET Core 9.0.12 Targeting Pack (x64),9.0.12.25609,Microsoft Corporation,,MsiExec.exe /X{27A134F4-EAAB-3B35-ABED-A6DBE9E6808A},registry
Microsoft ASP.NET Core 9.0.13 Shared Framework (x64),9.0.13.26064,Microsoft Corporation,,MsiExec.exe /X{C1D88000-27CD-3011-AA9C-4385316BFACE},registry
Microsoft ASP.NET Core 9.0.13 Targeting Pack (x64),9.0.13.26064,Microsoft Corporation,,MsiExec.exe /X{D80126D8-95DE-3489-B375-97D21DAC9C8E},registry
Microsoft ASP.NET Core 9.0.14 Shared Framework (x64),9.0.14.26119,Microsoft Corporation,,MsiExec.exe /X{05C6BB69-26B0-3DDE-94A6-E8EE704DC45A},registry
Microsoft ASP.NET Core 9.0.14 Targeting Pack (x64),9.0.14.26119,Microsoft Corporation,,MsiExec.exe /X{93AA5DC3-A927-3582-BADC-071D914460DB},registry
Microsoft ASP.NET Core 9.0.15 Shared Framework (x64),9.0.15.26176,Microsoft Corporation,,MsiExec.exe /X{7913E590-B83F-3B76-A397-FB2A017D2755},registry
Microsoft ASP.NET Core 9.0.15 Targeting Pack (x64),9.0.15.26176,Microsoft Corporation,,MsiExec.exe /X{C3C279C6-DE0F-3E30-AA7B-F303B618263F},registry
Microsoft ASP.NET Core 9.0.16 Shared Framework (x64),9.0.16.26230,Microsoft Corporation,,MsiExec.exe /X{A97FFE91-38B0-3017-9D0E-53D0BB7AF224},registry
Microsoft ASP.NET Core 9.0.16 Targeting Pack (x64),9.0.16.26230,Microsoft Corporation,,MsiExec.exe /X{F40E0B10-47A3-3A37-A7E8-5873743FB3FE},registry
Microsoft ASP.NET Core 9.0.17 Shared Framework (x64),9.0.17.26269,Microsoft Corporation,,MsiExec.exe /X{8EDBD049-6D22-3D8E-B32A-40B732EC6B1A},registry
Microsoft ASP.NET Core 9.0.17 Targeting Pack (x64),9.0.17.26269,Microsoft Corporation,,MsiExec.exe /X{72A3545E-8772-3285-9251-6BC926571AEC},registry
Microsoft ASP.NET Core 9.0.3 Shared Framework (x64),9.0.3.25112,Microsoft Corporation,,MsiExec.exe /X{1C056265-B962-3D4C-9049-AD0250BD024D},registry
Microsoft ASP.NET Core 9.0.3 Targeting Pack (x64),9.0.3.25112,Microsoft Corporation,,MsiExec.exe /X{60C712CC-7335-3B48-9072-261601C12CDD},registry
Microsoft ASP.NET Core 9.0.7 Shared Framework (x64),9.0.7.25317,Microsoft Corporation,,MsiExec.exe /X{02624192-F87A-3F61-B242-747B6726C9E3},registry
Microsoft ASP.NET Core 9.0.7 Targeting Pack (x64),9.0.7.25317,Microsoft Corporation,,MsiExec.exe /X{0C967581-DBBF-3816-8000-1D9FD60FEAD0},registry
Microsoft ASP.NET Core 9.0.9 Shared Framework (x64),9.0.9.25420,Microsoft Corporation,,MsiExec.exe /X{E8C6D68B-F6D2-3B48-B8D3-8B150EE4BA32},registry
Microsoft ASP.NET Core 9.0.9 Targeting Pack (x64),9.0.9.25420,Microsoft Corporation,,MsiExec.exe /X{4A79E74B-9714-33B5-B262-B6E88C828F79},registry
Microsoft Edge,149.0.4022.69,Microsoft Corporation,C:\Program Files (x86)\Microsoft\Edge\Application,"""C:\Program Files (x86)\Microsoft\Edge\Application\149.0.4022.69\Installer\setup.exe"" --uninstall --msedge --channel=stable --system-level --verbose-logging",registry
Microsoft Edge WebView2 Çalışma Zamanı,149.0.4022.69,Microsoft Corporation,C:\Program Files (x86)\Microsoft\EdgeWebView\Application,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\149.0.4022.69\Installer\setup.exe"" --uninstall --msedgewebview --system-level --verbose-logging",registry
Microsoft ODBC Driver 17 for SQL Server,17.10.6.1,Microsoft Corporation,,MsiExec.exe /I{0E0F96AC-80DE-4400-A40C-429D63293651},registry
Microsoft ODBC Driver 18 for SQL Server,18.5.2.1,Microsoft Corporation,,MsiExec.exe /I{55422B70-0DE4-4793-8872-A44B58683F33},registry
Microsoft Office Ev ve Öğrenci 2021 - tr-tr,16.0.20026.20168,Microsoft Corporation,C:\Program Files\Microsoft Office,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=HomeStudent2021Retail.16_tr-tr_x-none culture=tr-tr version.16=16.0",registry
Microsoft OLE DB Driver for SQL Server,18.7.5.0,Microsoft Corporation,,MsiExec.exe /I{9E43DE89-BFB0-49E5-A622-E9A01F1C63DB},registry
Microsoft OneDrive,26.095.0519.0003,Microsoft Corporation,,"""C:\Program Files\Microsoft OneDrive\26.095.0519.0003\OneDriveSetup.exe"" /uninstall /allusers",registry
Microsoft OneNote - en-gb,16.0.20026.20168,Microsoft Corporation,C:\Program Files\Microsoft Office,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=OneNoteFreeRetail.16_en-gb_x-none culture=en-gb version.16=16.0",registry
Microsoft OneNote - tr-tr,16.0.20026.20168,Microsoft Corporation,C:\Program Files\Microsoft Office,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=OneNoteFreeRetail.16_tr-tr_x-none culture=tr-tr version.16=16.0",registry
Microsoft SQL Server 2022 (64-bit),,,,,registry
Microsoft SQL Server 2022 (64-bit),,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\SQL2022\x64\SetupARP.exe""",registry
Microsoft SQL Server 2022 RsFx Driver,16.0.1000.6,Microsoft Corporation,,MsiExec.exe /I{629C8FC9-3763-4C58-8264-5288AE34AFEF},registry
Microsoft SQL Server 2022 Setup (English),16.0.1180.1,Microsoft Corporation,,MsiExec.exe /X{B4A4257E-2A7E-4DFD-9B1D-CFF84C86ED52},registry
Microsoft SQL Server 2025 (64-bit),,,,,registry
Microsoft SQL Server 2025 (64-bit),,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\170\Setup Bootstrap\SQL2025\x64\SetupARP.exe""",registry
Microsoft SQL Server 2025 RsFx Driver,17.0.1000.7,Microsoft Corporation,,MsiExec.exe /I{D0B7FEAB-4315-44E5-90E1-58E967E8F1C1},registry
Microsoft SQL Server 2025 Setup (English),17.0.1115.1,Microsoft Corporation,,MsiExec.exe /X{BCA5F61A-5D2A-4A27-9C7D-0BAA6AC3DF40},registry
Microsoft System CLR Types for SQL Server 2019,15.0.2000.5,Microsoft Corporation,,MsiExec.exe /I{5BC7E9EB-13E8-45DB-8A60-F2481FEB4595},registry
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.11802,Microsoft,,MsiExec.exe /I{A7AB73A3-CB10-4AA5-9D38-6AEFFBDE4C91},registry
Microsoft TestPlatform SDK Local Feed,17.10.0.9037153,Microsoft,,MsiExec.exe /I{7F86DEBA-AF7D-43F2-8312-DBCB65F116A9},registry
Microsoft Update Health Tools,5.72.0.0,Microsoft Corporation,,MsiExec.exe /X{C6FD611E-7EFE-488C-A0E0-974C09EF6473},registry
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{ca67548a-5ebe-413a-b50c-4b9ceb6d66c6}\vcredist_x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{33d1fd90-4274-48a1-9bc1-97e33d9c2d6f}\vcredist_x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030,11.0.61030,Microsoft Corporation,,MsiExec.exe /X{37B8F9C7-03FB-3253-8781-2517C99D7C00},registry
Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030,11.0.61030,Microsoft Corporation,,MsiExec.exe /X{CF2BEA3C-26EA-32F8-AA9B-331F7E34BA97},registry
Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030,11.0.61030,Microsoft Corporation,,MsiExec.exe /X{B175520C-86A2-35A7-8619-86DC379688B9},registry
Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030,11.0.61030,Microsoft Corporation,,MsiExec.exe /X{BD95A8CD-1D9F-35AD-981A-3E7925026EBB},registry
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{050d4fc8-5d48-4b8f-8972-47c82c46020f}\vcredist_x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{042d26ef-3dbe-4c25-95d3-4c1b11b235a7}\vcredist_x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{9dff3540-fc85-4ed5-ac84-9e3c7fd8bece}\vcredist_x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40664,12.0.40664,Microsoft Corporation,,MsiExec.exe /X{010792BA-551A-3AC0-A7EF-0FAB4156C382},registry
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40664,12.0.40664,Microsoft Corporation,,MsiExec.exe /X{53CF6934-A98D-3D84-9146-FC4EDF3D5641},registry
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40664,12.0.40664,Microsoft Corporation,,MsiExec.exe /X{D401961D-3A20-3AC7-943B-6139D5BD490A},registry
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40664,12.0.40664,Microsoft Corporation,,MsiExec.exe /X{8122DAB1-ED4D-3676-BB0A-CA368196543E},registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.32.31326,14.32.31326.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{2d507699-404c-4c8b-a54a-38e352f32cdd}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.32.31332,14.32.31332.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{3746f21b-c990-4045-bb33-1cf98cff7a68}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.36.32532,14.36.32532.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{8bdfe669-9705-4184-9368-db9ce581e0e7}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{5af95fd8-a22e-458f-acee-c61bd787178e}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.42.34433,14.42.34433.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{804e7d66-ccc2-4c12-84ba-476da31d103d}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.44.35211,14.44.35211.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{d8bbe9f9-7c5b-42c6-b715-9ee898a2e515}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.32.31326,14.32.31326.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{817e21c1-6b3a-4bc1-8c49-67e4e1887b3a}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.34.31931,14.34.31931.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{6ba9fb5e-8366-4cc4-bf65-25fe9819b2fc}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.36.32532,14.36.32532.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{410c0ee1-00bb-41b6-9772-e12c2828b02f}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{47109d57-d746-4f8b-9618-ed6a17cc922b}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.42.34438,14.42.34438.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{ba10fda9-f731-441f-a999-000bbb7ceec2}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.44.35211,14.44.35211.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{0b5169e3-39da-4313-808e-1f9c0407f3bf}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.50.35710,14.50.35710,Microsoft Corporation,,MsiExec.exe /I{9393725C-A0DA-47F1-8DB9-D1C223A0DD5A},registry
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.44.35211,14.44.35211,Microsoft Corporation,,MsiExec.exe /I{FE85AA49-3522-4663-9F52-9CD9E9837189},registry
Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.50.35710,14.50.35710,Microsoft Corporation,,MsiExec.exe /I{0BCFDDE2-AA44-4087-8E77-E0025551AC6E},registry
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.50.35710,14.50.35710,Microsoft Corporation,,MsiExec.exe /I{72086DBA-CAFE-4A5B-BF04-F67C29E51E91},registry
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.44.35211,14.44.35211,Microsoft Corporation,,MsiExec.exe /I{BC104582-4691-4D4C-8922-C215D941A2EB},registry
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.50.35710,14.50.35710,Microsoft Corporation,,MsiExec.exe /I{C150A847-130E-4622-BEA4-F37266C6A02F},registry
Microsoft Visual C++ v14 Redistributable (x64) - 14.50.35710,14.50.35710.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{b2f5e2cc-18af-40da-9bb9-c296da1cb96c}\VC_redist.x64.exe"" /uninstall /quiet",registry
Microsoft Visual C++ v14 Redistributable (x86) - 14.50.35710,14.50.35710.0,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{3fdfb881-a139-4811-9788-61520be14e1f}\VC_redist.x86.exe"" /uninstall /quiet",registry
Microsoft Visual Studio Installer,4.0.2166.47498,Microsoft Corporation,"""C:\Program Files (x86)\Microsoft Visual Studio\Installer""","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe"" /uninstall",registry
Microsoft Visual Studio Setup Configuration,4.0.2113.32518,Microsoft Corporation,,MsiExec.exe /I{FE0F3D75-53F4-417A-97FD-58466C7E7328},registry
Microsoft Visual Studio Setup WMI Provider,4.0.2113.32518,Microsoft Corporation,,MsiExec.exe /I{284D5429-2F5D-4CA2-9E3C-7E8EDCE33C77},registry
Microsoft Visual Studio Tools for Applications 2019,16.0.31110,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{f3fbabb4-bcfb-45eb-8fff-9b784fd68c38}\vsta_setup.exe"" /uninstall /quiet",registry
Microsoft Visual Studio Tools for Applications 2019 x64 Hosting Support,16.0.31110,Microsoft Corporation,,MsiExec.exe /X{8E7A3713-551D-333A-9271-10EF4D77A80F},registry
Microsoft Visual Studio Tools for Applications 2019 x86 Hosting Support,16.0.31110,Microsoft Corporation,,MsiExec.exe /X{E7A0CD34-1F9B-3496-ADB3-2F180D302F6A},registry
Microsoft VSS Writer for SQL Server 2025,17.0.1000.7,Microsoft Corporation,,MsiExec.exe /I{FEC10394-D378-48E4-8A10-5BFCE3098A05},registry
Microsoft Windows Desktop Runtime - 6.0.36 (x64),48.144.23186,Microsoft Corporation,,MsiExec.exe /X{61D4736B-3325-4D4A-BD41-8BD206C6A86E},registry
Microsoft Windows Desktop Runtime - 6.0.36 (x64),6.0.36.34217,Microsoft Corporation,,"""C:\ProgramData\Package Cache\{0532b8f2-12d7-43de-95fc-7b87006758a8}\windowsdesktop-runtime-6.0.36-win-x64.exe"" /uninstall /quiet",registry
Microsoft Windows Desktop Runtime - 8.0.22 (x64),64.88.42561,Microsoft Corporation,,MsiExec.exe /X{4CCC1CCD-6FA3-4DD5-A06B-E94EA90094CF},registry
Microsoft Windows Desktop Runtime - 8.0.22 (x86),64.88.42561,Microsoft Corporation,,MsiExec.exe /X{AABE221C-DA7E-4DDA-9AD6-322E03B95E2D},registry
Microsoft Windows Desktop Runtime - 9.0.1 (x64),72.4.26276,Microsoft Corporation,,MsiExec.exe /X{BF2E27B7-89B1-4D5B-8D06-18FEFC91A8CB},registry
Microsoft Windows Desktop Runtime - 9.0.11 (x64),72.44.42433,Microsoft Corporation,,MsiExec.exe /X{1291A37E-2C01-4CA2-BD4B-490B42279CB6},registry
